telemetry_sequence,stm32_tick_ms,vision_frame_id,ball_x_px,error_px,velocity_px_s,p_term_us,i_term_us,d_term_us,control_offset_us,servo_target_us,servo_current_us,guard_state,measurement_status,control_flags,motion_state,motion_flags,motion_link_valid,acc_track_mg,yaw_rate_dps,vibration_level_mg,line_error,left_speed,right_speed,turn_command,motion_sequence,motion_age_ms,lost_grace,lost_age_ms,lost_recovery,pid_sum_raw_us,pid_sum_directed_us,acc_filtered_mg,af_raw_us,af_clamped_us,af_slewed_us,yaw_raw_dps,speed_average,speed_scale_x1000,yf_raw_us,yf_clamped_us,yf_slewed_us,hold_pwm_effective_us,feedforward_total_us,servo_prelimit_us,servo_flags,motion_bias_active_us,turn_scale,yaw_handover,turn_preview_raw_us,turn_preview_slewed_us
97,1962,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
100,2022,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
101,2042,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
102,2062,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
103,2082,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
104,2102,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
105,2122,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
106,2142,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
107,2162,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
108,2182,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
109,2202,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
110,2222,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
111,2242,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
112,2262,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
113,2282,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
114,2302,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
115,2322,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
116,2342,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
117,2362,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
118,2382,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
119,2402,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
120,2422,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
121,2442,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
122,2462,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,0,0,0,0.0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
123,2482,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
124,2502,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,8,34,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
125,2522,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.3000000000000003,7,33,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
126,2542,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.1,6,33,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
127,2562,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,19,-3.3000000000000003,11,33,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
128,2582,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,19,-3.3000000000000003,11,33,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
129,2602,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,19,-3.3000000000000003,11,33,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
130,2622,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,20,-16.5,10,36,0,-8,0,5,12,0,0,0,0,0,20,30,30,20,0.0,0,0,0,0,0,1325,20,1325,4,0,0.0,0.0,0,0
131,2642,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,12,-21.8,11,28,0,-15,0,6,12,0,0,0,0,0,18,26,26,26,0.0,0,0,0,0,0,1331,26,1331,0,0,0.0,0.0,0,0
132,2662,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,0,-24.3,14,17,0,-19,0,7,12,0,0,0,0,0,12,18,18,18,0.0,0,0,0,0,0,1323,18,1323,0,0,0.0,0.0,0,0
133,2682,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,-12,-21.0,17,17,0,-32,0,8,12,0,0,0,0,0,5,8,8,8,0.0,0,0,0,0,0,1313,8,1313,0,0,0.0,0.0,0,0
134,2702,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,-19,-13.5,13,16,-1,-32,0,9,12,0,0,0,0,0,-2,-3,-3,-3,0.0,0,0,0,0,0,1302,-3,1302,0,0,0.0,0.0,0,0
135,2722,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,-10,-10.100000000000001,14,16,0,-20,0,10,1,0,0,0,0,0,-5,-7,-7,-7,0.0,0,0,0,0,0,1298,-7,1298,0,0,0.0,0.0,0,0
136,2742,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-20,-7.5,15,16,-1,-5,0,11,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
137,2762,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-24,-4.1000000000000005,13,16,-1,0,0,12,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
138,2782,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-16,-1.2000000000000002,12,16,-1,0,0,13,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
139,2802,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-10,0.1,12,16,0,1,0,14,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
140,2822,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-10,0.1,12,16,0,1,0,14,21,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
141,2842,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,0.5,10,16,0,4,0,15,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
142,2862,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,0.1,9,16,0,2,0,16,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
143,2882,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-0.6000000000000001,9,16,0,0,0,17,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
144,2902,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,7,16,0,0,0,18,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
145,2922,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,6,16,0,0,0,19,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
146,2942,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,6,16,0,0,0,19,30,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
147,2962,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.0,6,16,0,0,0,20,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
148,2982,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.3000000000000003,4,16,0,0,0,21,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
149,3002,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.9000000000000001,2,16,0,0,0,22,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
150,3022,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.2000000000000002,3,16,0,0,0,23,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
151,3042,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.0,3,16,0,0,0,24,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
152,3062,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,2,16,0,0,0,25,8,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
153,3082,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.7000000000000002,2,16,0,0,0,26,8,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
154,3102,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.8,2,16,0,0,0,27,8,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
155,3122,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,8,-1.5,2,16,0,0,0,28,8,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
156,3142,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,10,-1.2000000000000002,3,16,0,0,0,29,8,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
157,3162,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,10,-1.2000000000000002,3,16,0,0,0,29,28,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
158,3182,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.1,4,16,0,0,0,30,18,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
159,3202,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-0.9,5,16,0,0,0,31,17,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
160,3222,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.0,5,16,0,0,0,32,17,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
161,3242,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.0,4,16,0,0,0,33,17,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
162,3262,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-0.8,3,16,0,0,0,34,17,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
163,3282,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.0,2,16,0,0,0,35,7,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
164,3302,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.1,2,16,0,0,0,36,6,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
165,3322,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,1,16,0,0,0,37,6,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
166,3342,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,1,16,0,0,0,38,6,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
167,3362,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,1,16,0,0,0,39,6,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
168,3382,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,1,16,0,0,0,39,26,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
169,3402,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,2,16,0,0,0,40,16,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
170,3422,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,3,16,0,0,0,41,15,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
171,3442,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.4000000000000001,3,16,0,0,0,42,15,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
172,3462,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.6,3,16,0,0,0,43,15,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
173,3482,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.5,3,16,0,0,0,44,15,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
174,3502,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.6,3,16,0,0,0,45,5,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
175,3522,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.0,2,16,0,0,0,46,5,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
176,3542,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.1,3,16,0,0,0,47,4,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
177,3562,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.3000000000000003,4,14,0,0,0,48,4,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
178,3582,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.9000000000000001,3,14,0,0,0,49,4,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
179,3602,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.9000000000000001,3,14,0,0,0,49,24,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
180,3622,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.6,3,13,0,0,0,50,14,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
181,3642,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.3,3,12,0,0,0,51,14,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
182,3662,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.2000000000000002,2,12,0,0,0,52,13,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
183,3682,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,11,-1.6,3,11,0,0,0,53,13,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
184,3702,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,8,-1.4000000000000001,4,11,0,0,0,54,13,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
185,3722,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.1,6,11,0,0,0,55,3,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
186,3742,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-4.5,15,10,0,0,0,56,3,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
187,3762,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-18,-3.8000000000000003,18,8,0,0,0,57,2,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
188,3782,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-10,-2.7,20,6,0,0,0,58,2,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
189,3802,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-27,-2.5,24,3,0,0,0,59,2,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
190,3822,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-27,-2.5,24,3,0,0,0,59,22,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
191,3842,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,-13,-4.1000000000000005,26,0,0,0,0,60,12,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
192,3862,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,11,-5.4,24,-1,0,1,0,61,12,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
193,3882,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,25,-5.800000000000001,25,-4,1,0,0,62,12,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
194,3902,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,20,-5.0,25,-4,0,0,0,63,11,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
195,3922,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,10,-4.1000000000000005,26,-4,0,0,0,64,11,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
196,3942,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-3.9000000000000004,27,-4,0,0,0,65,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
197,3962,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-4.5,22,-4,0,1,0,66,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
198,3982,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,9,-5.2,25,-4,0,3,0,67,1,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
199,4002,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,9,-5.2,25,-4,0,3,0,67,21,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
200,4022,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-5.300000000000001,26,-4,0,0,0,68,20,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
201,4042,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-5.0,25,-4,0,0,0,69,20,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
202,4062,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.7000000000000002,21,-3,0,2,0,70,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
203,4082,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-1.1,20,-2,0,5,0,71,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
204,4102,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-2.3000000000000003,16,0,0,2,0,72,10,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
205,4122,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-5.2,16,0,0,0,0,73,9,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
206,4142,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,29,-7.5,18,0,0,0,0,74,9,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
207,4162,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,29,-7.5,18,0,0,0,0,74,29,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
208,4182,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-8.6,26,0,0,0,0,75,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
209,4202,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,0,-9.5,24,0,0,0,0,76,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
210,4222,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,12,-7.800000000000001,25,-1,1,0,0,77,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
211,4242,0,0,0,0,0,0,0,0,1305,1305,0,255,65,0,1,1,21,-4.9,23,-1,3,0,0,78,19,0,0,0,0,0,-5,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
212,4262,0,0,0,0,0,0,0,0,1305,1305,0,255,65,5,1,1,0,-3.0,22,0,7,0,0,79,18,0,0,0,0,0,-3,-5,-5,-5,0.0,0,0,0,0,0,1300,-5,1300,0,0,0.0,0.0,0,0
